ZN-EAEIS0082,06XZOKN8UAY309163,2020-3-10,Zathunicon,19.89,3,
ZN-EAES0106,06XZOKN8UAY309163,2020-3-10,Zathunicon,4.43,2,
TP-EAELASS0090,06XZOKN8UAY309163,2020-6-12,Nam-zim,30.48,3,
FH-BAE0018,06XZOKN8UAY309163,2020-8-11,Blackzim,33.52,4,
NM-EAELASS0087,06XZOKN8UAY309163,2020-8-11,Finhigh,27.95,2,
ZN-EAEAD0041,06XZOKN8UAY309163,2020-8-11,Betatech,12.58,4,
ZN-EAEAD0046,06XZOKN8UAY309163,2020-8-11,Funholding,0.12,2,
ZN-EAEIS0081,06XZOKN8UAY309163,2020-8-11,Nam-zim,1.42,4,
ZN-PACBS0195,06XZOKN8UAY309163,2020-8-11,Betatech,19.6,4,
FG-PACBS0193,06XZOKN8UAY309163,2021-2-28,Funholding,25.63,4,
NM-PACBS0189,06XZOKN8UAY309163,2021-3-29,Funholding,9.74,1,
ZN-BAE0006,06XZOKN8UAY309163,2021-3-29,Zathunicon,31.85,1,
NM-BAE0007,06XZOKN8UAY309163,2021-4-21,Zathunicon,6.12,2,
NM-EAEESS0058,06XZOKN8UAY309163,2021-4-21,Funholding,9.13,3,
PP-PACBS0196,06XZOKN8UAY309163,2021-4-21,Plexzap,22.09,1,
ZN-EAEM0138,06XZOKN8UAY309163,2021-7-17,Nam-zim,13.16,3,
ZN-ICS0161,06XZOKN8UAY309163,2021-7-17,Toughzap,6.7,1,
FG-BAEW0034,073HOEWCHAF741925,2021-4-8,Blackzim,65.71,4,
FH-EAECS0051,073HOEWCHAF741925,2021-4-8,Betatech,117.93,4,
FH-EAEM0142,073HOEWCHAF741925,2021-4-8,Plexzap,54.99,4,
TP-EAES0113,073HOEWCHAF741925,2021-4-8,Nam-zim,88.14,1,
BM-EAEM0145,073HOEWCHAF741925,2021-4-24,Nam-zim,129.62,2,
FH-EAEM0150,073HOEWCHAF741925,2021-4-24,Nam-zim,31.17,3,
FH-PACBS0190,073HOEWCHAF741925,2021-4-24,Nam-zim,32.18,3,
FH-BAE0016,073HOEWCHAF741925,2021-6-19,Toughzap,67.44,1,
FH-ICS0158,073HOEWCHAF741925,2021-6-19,Blackzim,36.51,4,
NM-EAEGAM0068,073HOEWCHAF741925,2021-6-19,Blackzim,81.36,4,
NM-PACBS0191,073HOEWCHAF741925,2021-6-19,Toughzap,78.18,1,
TP-EAEESS0055,073HOEWCHAF741925,2021-6-19,Plexzap,112.82,2,
ZN-BAED0032,073HOEWCHAF741925,2021-6-19,Finhigh,32.98,2,
ZN-BAEW0034,073HOEWCHAF741925,2021-6-19,Zathunicon,65.75,4,
NM-BAE0010,073HOEWCHAF741925,2021-7-19,Finhigh,63.36,2,
NM-PACBS0166,073HOEWCHAF741925,2021-7-19,Zathunicon,41.74,4,
ZN-EAES0112,073HOEWCHAF741925,2021-7-19,Plexzap,82.02,3,
BM-BAE0011,07TSE0YYIZF380247,2020-11-4,Funholding,44.89,1,
PP-EAEGAM0069,07TSE0YYIZF380247,2020-11-15,Blackzim,27.46,1,
PP-EAEGAM0074,07TSE0YYIZF380247,2020-11-15,Betatech,6.08,4,
TP-BAE0008,07TSE0YYIZF380247,2020-11-15,Plexzap,50.21,3,
TP-EAEIS0078,07TSE0YYIZF380247,2020-11-15,Zathunicon,55.75,4,
BH-EAEM0147,07TSE0YYIZF380247,2020-12-24,Blackzim,57.5,1,
BH-EAEM0149,07TSE0YYIZF380247,2020-12-24,Finhigh,17.72,1,
NM-EAES0110,07TSE0YYIZF380247,2020-12-24,Blackzim,46.03,2,
NM-PACBS0179,07TSE0YYIZF380247,2020-12-24,Blackzim,1.56,3,
FG-EAECS0050,07TSE0YYIZF380247,2021-6-8,Blackzim,0.75,3,
NM-BAED0025,07TSE0YYIZF380247,2021-6-8,Toughzap,31.55,3,
NM-PACBS0176,07TSE0YYIZF380247,2021-6-8,Blackzim,42.11,2,
BH-EAELASS0086,07TSE0YYIZF380247,2021-7-30,Funholding,44.51,1,
BH-EAEM0144,07TSE0YYIZF380247,2021-7-30,Finhigh,12.68,2,
BH-EAEWH0129,07TSE0YYIZF380247,2021-7-30,Zathunicon,28.48,1,
BH-PACBS0167,07TSE0YYIZF380247,2021-7-30,Zathunicon,55.24,2,
BM-EAELASS0086,07TSE0YYIZF380247,2021-7-30,Zathunicon,17.92,1,
ZN-EAEM0133,07TSE0YYIZF380247,2021-7-30,Blackzim,21.92,4,
ZN-EAES0101,07TSE0YYIZF380247,2021-7-30,Blackzim,47.23,2,
BM-BAE0004,07TSE0YYIZF380247,2021-8-22,Betatech,46.41,1,
BM-EAEM0143,07TSE0YYIZF380247,2021-8-22,Zathunicon,39.49,2,
FH-BAED0024,07TSE0YYIZF380247,2021-8-22,Toughzap,20.02,2,
FH-BAED0028,07TSE0YYIZF380247,2021-8-22,Toughzap,65.96,3,
PP-EAEM0132,07TSE0YYIZF380247,2021-8-22,Toughzap,4.44,4,
PP-ICS0158,07TSE0YYIZF380247,2021-8-22,Betatech,8.07,3,
BH-EAEAD0047,0BT52YYB1L8670257,2020-12-2,Plexzap,367.52,3,
FH-BAED0030,0BT52YYB1L8670257,2020-12-2,Funholding,125.59,2,
FH-BAED0032,0BT52YYB1L8670257,2020-12-2,Toughzap,60.54,4,
ZN-BAE0020,0BT52YYB1L8670257,2020-12-2,Funholding,21.38,3,
ZN-BAED0029,0BT52YYB1L8670257,2020-12-2,Nam-zim,344.16,1,
BM-EAES0093,0BT52YYB1L8670257,2021-3-18,Blackzim,387.67,4,
BM-EAES0113,0BT52YYB1L8670257,2021-3-18,Finhigh,90.98,1,
BH-EAEGAM0074,0EPPRCZZ8NW751990,2021-3-25,Nam-zim,61.99,2,
BH-ICS0158,0EPPRCZZ8NW751990,2021-3-25,Betatech,36.51,3,
BM-EAEGAM0062,0EPPRCZZ8NW751990,2021-3-25,Nam-zim,120.26,2,
BM-EAEM0150,0EPPRCZZ8NW751990,2021-3-25,Zathunicon,132.56,1,
BM-ICS0156,0EPPRCZZ8NW751990,2021-3-25,Toughzap,61.85,2,
FH-EAEM0150,0EPPRCZZ8NW751990,2021-5-28,Funholding,37.67,4,
TP-EAEIS0077,0EPPRCZZ8NW751990,2021-5-28,Betatech,87.94,4,
TP-EAEM0146,0EPPRCZZ8NW751990,2021-5-28,Betatech,96.23,1,
ZN-EAESS0117,0EPPRCZZ8NW751990,2021-5-28,Plexzap,18.12,1,
FH-BAE0020,0EPPRCZZ8NW751990,2021-7-13,Zathunicon,90.14,3,
FH-EAESS0116,0EPPRCZZ8NW751990,2021-7-13,Toughzap,72.19,2,
FH-EAEM0144,0EPPRCZZ8NW751990,2021-8-13,Finhigh,75.68,1,
FH-EAES0102,0EPPRCZZ8NW751990,2021-8-13,Plexzap,134.39,4,
PP-BAE0002,0EPPRCZZ8NW751990,2021-8-13,Toughzap,86.47,2,
PP-BAED0024,0EPPRCZZ8NW751990,2021-8-13,Betatech,86.87,1,
FG-EAEAD0047,0I0Q707FJ2E520815,2021-4-1,Zathunicon,21.67,2,
FG-PACBS0177,0I0Q707FJ2E520815,2021-4-1,Toughzap,14.02,2,
PP-BAED0028,0I0Q707FJ2E520815,2021-4-1,Toughzap,41.09,2,
PP-EAES0104,0I0Q707FJ2E520815,2021-4-1,Zathunicon,13.17,4,
BH-BAE0016,0I0Q707FJ2E520815,2021-4-20,Betatech,30.08,4,
PP-EAEGAM0064,0I0Q707FJ2E520815,2021-4-20,Finhigh,23.36,4,
PP-ICS0157,0I0Q707FJ2E520815,2021-4-20,Zathunicon,3.78,1,
ZN-ICS0162,0I0Q707FJ2E520815,2021-4-20,Nam-zim,43.67,2,
ZN-IFCAP0152,0I0Q707FJ2E520815,2021-4-20,Blackzim,43.39,3,
NM-EAEM0142,0I0Q707FJ2E520815,2021-4-27,Toughzap,28.76,4,
TP-EAEESS0056,0I0Q707FJ2E520815,2021-4-27,Plexzap,6.01,2,
TP-PACBS0173,0I0Q707FJ2E520815,2021-4-27,Finhigh,45.87,4,
FG-BAE0014,0I0Q707FJ2E520815,2021-9-3,Plexzap,36.02,3,
NM-10141,0I0Q707FJ2E520815,2021-9-3,Betatech,40.24,1,
NM-EAEGAM0063,0I0Q707FJ2E520815,2021-9-3,Funholding,37.73,3,
BH-EAESS0117,0I0Q707FJ2E520815,2021-9-9,Plexzap,16.35,3,
BH-PACBS0169,0I0Q707FJ2E520815,2021-9-9,Toughzap,13.88,1,
FH-EAES0093,0I0Q707FJ2E520815,2021-9-9,Funholding,39.22,1,
NM-BAE0002,0I0Q707FJ2E520815,2021-9-9,Betatech,7.93,1,
TP-ICS0154,0I0Q707FJ2E520815,2021-9-9,Funholding,34.54,3,
TP-PACBS0191,0I0Q707FJ2E520815,2021-9-9,Toughzap,12.54,2,
FG-EAEM0146,0I0Q707FJ2E520815,2021-9-15,Funholding,18.73,1,
FG-EAESS0115,0I0Q707FJ2E520815,2021-9-15,Toughzap,18.68,1,
FH-EAEM0134,0I0Q707FJ2E520815,2021-9-15,Betatech,45.92,1,
FH-EAEM0135,0I0Q707FJ2E520815,2021-9-15,Betatech,1.42,3,
PP-BAE0017,0I0Q707FJ2E520815,2021-9-15,Blackzim,14.17,1,
ZN-EAEAD0042,0I0Q707FJ2E520815,2021-9-15,Toughzap,26.07,1,
ZN-EAEM0140,0I0Q707FJ2E520815,2021-9-15,Zathunicon,26.27,2,
BH-EAEESS0060,0K0DP4SDKL0912273,2020-10-13,Blackzim,65.45,2,
FH-EAEGAM0074,0K0DP4SDKL0912273,2020-10-13,Toughzap,13.98,4,
FH-EAELASS0092,0K0DP4SDKL0912273,2020-10-13,Zathunicon,38.23,2,
FH-EAES0093,0K0DP4SDKL0912273,2020-10-13,Blackzim,10.52,2,
ZN-PACBS0197,0K0DP4SDKL0912273,2020-10-13,Toughzap,24.97,2,
BH-EAEM0149,0K0DP4SDKL0912273,2020-11-7,Nam-zim,65.38,2,
ZN-BAED0031,0K0DP4SDKL0912273,2020-11-7,Nam-zim,57.69,3,
BH-PACBS0191,0K0DP4SDKL0912273,2021-1-5,Betatech,62.38,3,
BM-EAEESS0053,0K0DP4SDKL0912273,2021-1-5,Nam-zim,4.28,1,
ZN-BAE0014,0K0DP4SDKL0912273,2021-1-5,Finhigh,40.54,3,
BH-ICS0158,0K0DP4SDKL0912273,2021-1-23,Zathunicon,16.26,4,
BM-EAEGAM0071,0K0DP4SDKL0912273,2021-1-23,Nam-zim,18.02,3,
FH-EAECS0051,0K0DP4SDKL0912273,2021-3-6,Funholding,90.64,3,
FH-EAEGAM0069,0K0DP4SDKL0912273,2021-3-6,Betatech,86.25,3,
TP-BAE0000,0K0DP4SDKL0912273,2021-3-6,Betatech,8.42,2,
TP-BAEW0038,0K0DP4SDKL0912273,2021-3-6,Funholding,53.29,3,
TP-EAEGAM0067,0K0DP4SDKL0912273,2021-3-6,Funholding,14.89,3,
TP-PACBS0178,0K0DP4SDKL0912273,2021-3-6,Finhigh,13.44,2,
FG-BAE0015,0K0DP4SDKL0912273,2021-3-15,Plexzap,77.31,1,
PP-BAE0000,0K0DP4SDKL0912273,2021-3-15,Betatech,74.64,2,
BH-EAECS0048,0K0DP4SDKL0912273,2021-6-10,Toughzap,63.67,1,
BH-EAEWH0131,0K0DP4SDKL0912273,2021-6-10,Funholding,62.97,4,
FG-EAES0124,0K0DP4SDKL0912273,2021-6-10,Nam-zim,45.82,3,
FG-PACBS0164,0K0DP4SDKL0912273,2021-6-10,Plexzap,72.68,4,
FH-10141,0K0DP4SDKL0912273,2021-6-10,Finhigh,90.43,1,
FH-BAE0015,0K0DP4SDKL0912273,2021-6-10,Betatech,17.51,2,
FH-EAES0103,0K0DP4SDKL0912273,2021-6-10,Funholding,7.93,1,
FH-PACBS0190,0K0DP4SDKL0912273,2021-6-10,Plexzap,89.7,1,
ZN-BAED0029,0K0DP4SDKL0912273,2021-6-10,Nam-zim,67.21,4,
ZN-EAELASS0092,0K0DP4SDKL0912273,2021-6-10,Nam-zim,32.64,2,
FH-EAEM0140,0K0DP4SDKL0912273,2021-6-25,Zathunicon,79.6,1,
NM-EAELASS0090,0K0DP4SDKL0912273,2021-6-25,Zathunicon,51.79,2,
BM-EAES0096,0UBBG820VBK445621,2021-5-10,Toughzap,24.21,4,
FG-EAEAD0041,0UBBG820VBK445621,2021-5-10,Betatech,43.69,1,
FG-PACBS0173,0UBBG820VBK445621,2021-5-10,Zathunicon,71.57,3,
BM-10141,0UBBG820VBK445621,2021-6-17,Nam-zim,94.2,3,
FG-PACBS0175,0UBBG820VBK445621,2021-6-17,Nam-zim,42.95,4,
FG-EAEM0145,0UBBG820VBK445621,2021-6-28,Plexzap,42.33,2,
FG-EAEAD0047,0UBBG820VBK445621,2021-7-24,Zathunicon,44.74,3,
FG-EAEM0138,0UBBG820VBK445621,2021-7-24,Toughzap,86.93,2,
FG-EAES0093,0UBBG820VBK445621,2021-7-24,Nam-zim,35.55,3,
FG-EAESS0118,0UBBG820VBK445621,2021-7-24,Funholding,54.75,2,
TP-EAES0101,0UBBG820VBK445621,2021-7-24,Blackzim,28.33,1,
FH-EAEESS0060,0VWWXBNXE6N897485,2020-10-15,Toughzap,14.28,4,
FH-EAEGAM0071,0VWWXBNXE6N897485,2020-10-15,Funholding,18.46,1,
FH-EAEIS0079,0VWWXBNXE6N897485,2020-10-15,Plexzap,3.02,1,
FH-ICS0162,0VWWXBNXE6N897485,2020-10-15,Funholding,7.49,3,
NM-EAEGAM0062,0VWWXBNXE6N897485,2020-10-15,Finhigh,12.63,1,
NM-EAES0108,0VWWXBNXE6N897485,2020-10-15,Finhigh,3.69,3,
TP-EAEWH0128,0VWWXBNXE6N897485,2020-10-15,Nam-zim,23.93,4,
TP-ICS0161,0VWWXBNXE6N897485,2020-10-15,Betatech,17.15,4,
BM-EAEIS0075,0VWWXBNXE6N897485,2020-11-22,Zathunicon,12.69,4,
NM-BAE0011,0VWWXBNXE6N897485,2020-11-22,Funholding,23.17,3,
NM-EAECS0051,0VWWXBNXE6N897485,2020-11-22,Betatech,26.61,3,
BM-BAE0013,0VWWXBNXE6N897485,2021-4-2,Blackzim,12.39,3,
BM-EAEM0136,0VWWXBNXE6N897485,2021-4-2,Funholding,27.72,1,
TP-BAED0026,0VWWXBNXE6N897485,2021-4-2,Zathunicon,14.6,1,
TP-ICS0156,0VWWXBNXE6N897485,2021-4-2,Plexzap,20.08,3,
FH-EAECS0049,0VWWXBNXE6N897485,2021-4-24,Blackzim,28.3,1,
FH-PACBS0172,0VWWXBNXE6N897485,2021-4-24,Funholding,15.31,4,
FG-EAEESS0058,0VWWXBNXE6N897485,2021-8-26,Toughzap,0.56,2,
ZN-EAES0126,0VWWXBNXE6N897485,2021-8-26,Finhigh,20.22,2,
ZN-PACBS0183,0VWWXBNXE6N897485,2021-8-26,Blackzim,27.41,1,
BM-BAED0031,0VWWXBNXE6N897485,2021-9-21,Blackzim,9.29,3,
BM-EAEAD0041,0VWWXBNXE6N897485,2021-9-21,Funholding,27.97,3,
BM-EAES0105,0VWWXBNXE6N897485,2021-9-21,Betatech,0.36,1,
FG-EAEM0135,0VWWXBNXE6N897485,2021-9-21,Finhigh,15.96,2,
FG-10141,0WPI14P1N3Y139809,2021-6-7,Blackzim,73.73,2,
FG-EAEGAM0073,0WPI14P1N3Y139809,2021-6-7,Zathunicon,35.78,4,
PP-PACBS0174,0WPI14P1N3Y139809,2021-6-24,Betatech,98.84,3,
ZN-ICS0161,0YQVT1ME4G3999928,2021-6-7,Blackzim,25.21,1,
FH-EAECS0052,0YQVT1ME4G3999928,2021-8-2,Betatech,28.86,3,
NM-BAE0015,0YQVT1ME4G3999928,2021-8-2,Plexzap,9.61,1,
PP-EAEESS0059,0YQVT1ME4G3999928,2021-8-2,Toughzap,18.42,1,
PP-EAEM0144,0YQVT1ME4G3999928,2021-8-2,Finhigh,26.85,3,
PP-EAES0094,0YQVT1ME4G3999928,2021-8-2,Finhigh,15.33,4,
TP-BAEW0036,0YQVT1ME4G3999928,2021-8-2,Toughzap,23.57,1,
TP-EAES0112,0YQVT1ME4G3999928,2021-8-2,Nam-zim,31.18,3,
TP-PACBS0173,0YQVT1ME4G3999928,2021-8-2,Plexzap,18.83,2,
BH-EAEESS0058,0YQVT1ME4G3999928,2021-8-8,Finhigh,28.73,1,
NM-BAE0014,0YQVT1ME4G3999928,2021-8-8,Funholding,17.19,3,
NM-BAED0032,0YQVT1ME4G3999928,2021-8-8,Zathunicon,28.69,3,
NM-EAES0096,0YQVT1ME4G3999928,2021-8-8,Toughzap,31.68,1,
BM-BAE0000,0YQVT1ME4G3999928,2021-8-18,Blackzim,18.98,1,
TP-EAEAD0044,0YQVT1ME4G3999928,2021-8-18,Toughzap,7.58,2,
TP-EAES0101,0YQVT1ME4G3999928,2021-8-18,Blackzim,10.8,1,
ZN-IFCAP0151,0YQVT1ME4G3999928,2021-8-18,Zathunicon,7.41,3,
ZN-EAEESS0058,15G3KHMPQ6Q659826,2020-12-12,Betatech,25.64,3,
ZN-EAES0100,15G3KHMPQ6Q659826,2020-12-12,Betatech,53.87,4,
FG-PACBS0183,15G3KHMPQ6Q659826,2021-7-30,Funholding,12.83,1,
PP-BAEW0040,15G3KHMPQ6Q659826,2021-7-30,Zathunicon,21.03,1,
PP-ICS0155,15G3KHMPQ6Q659826,2021-7-30,Nam-zim,57.98,3,
ZN-BAE0003,15G3KHMPQ6Q659826,2021-7-30,Funholding,46.66,2,
ZN-EAELASS0084,15G3KHMPQ6Q659826,2021-7-30,Nam-zim,29.61,1,
BM-EAES0110,15G3KHMPQ6Q659826,2021-8-14,Toughzap,75.93,3,
NM-BAEW0039,15G3KHMPQ6Q659826,2021-8-14,Betatech,105.26,4,
NM-EAEIS0081,15G3KHMPQ6Q659826,2021-8-14,Finhigh,105.06,2,
ZN-EAEM0147,15G3KHMPQ6Q659826,2021-8-14,Zathunicon,10.64,2,
ZN-PACBS0197,15G3KHMPQ6Q659826,2021-8-14,Funholding,28.53,2,
ZN-PACBS0198,15G3KHMPQ6Q659826,2021-8-14,Funholding,22.33,1,
BM-ICS0160,15G3KHMPQ6Q659826,2021-8-31,Toughzap,106.26,2,
BM-PACBS0195,15G3KHMPQ6Q659826,2021-8-31,Zathunicon,25.66,4,
NM-EAEM0137,15G3KHMPQ6Q659826,2021-8-31,Toughzap,72.08,3,
TP-BAE0022,15G3KHMPQ6Q659826,2021-8-31,Blackzim,74.98,3,
PP-PACBS0189,1DQL1LHOWDJ517215,2021-1-26,Nam-zim,33.15,4,
ZN-BAED0030,1DQL1LHOWDJ517215,2021-1-26,Funholding,3.54,1,
ZN-PACBS0170,1DQL1LHOWDJ517215,2021-1-26,Blackzim,0.44,3,
NM-ICS0154,1DQL1LHOWDJ517215,2021-4-4,Funholding,30.02,3,
PP-BAE0008,1DQL1LHOWDJ517215,2021-4-4,Betatech,34.35,4,
PP-PACBS0192,1DQL1LHOWDJ517215,2021-4-4,Betatech,1.07,4,
ZN-EAES0102,1DQL1LHOWDJ517215,2021-5-20,Blackzim,15.06,2,
ZN-PACBS0186,1DQL1LHOWDJ517215,2021-5-20,Toughzap,17.12,1,
NM-EAESS0118,1DQL1LHOWDJ517215,2021-7-28,Finhigh,29.46,2,
TP-BAEW0036,1DQL1LHOWDJ517215,2021-8-1,Finhigh,10.48,4,
TP-EAEIS0079,1DQL1LHOWDJ517215,2021-8-1,Nam-zim,30.52,4,
FG-EAES0106,1EF7NFU0EUT973245,2020-11-13,Betatech,61.23,1,
FG-ICS0157,1EF7NFU0EUT973245,2020-11-13,Nam-zim,89.29,3,
NM-EAELASS0092,1EF7NFU0EUT973245,2020-11-13,Plexzap,61.38,1,
NM-PACBS0179,1EF7NFU0EUT973245,2020-11-13,Finhigh,8.59,2,
FG-BAED0023,1EF7NFU0EUT973245,2020-12-13,Plexzap,25.42,2,
FG-EAEESS0057,1EF7NFU0EUT973245,2020-12-13,Plexzap,9.71,2,
FG-PACBS0192,1EF7NFU0EUT973245,2020-12-13,Toughzap,48.37,2,
NM-BAED0030,1EF7NFU0EUT973245,2020-12-13,Funholding,74.62,4,
NM-PACBS0173,1EF7NFU0EUT973245,2020-12-13,Nam-zim,34.86,1,
PP-EAEM0134,1EF7NFU0EUT973245,2020-12-13,Blackzim,35.69,1,
PP-EAES0109,1EF7NFU0EUT973245,2020-12-13,Blackzim,75.42,1,
TP-EAEGAM0063,1EF7NFU0EUT973245,2020-12-13,Plexzap,52,2,
TP-EAEM0149,1EF7NFU0EUT973245,2020-12-13,Zathunicon,7.68,1,
BM-EAEGAM0072,1EF7NFU0EUT973245,2021-2-8,Finhigh,9.23,3,
FG-BAE0010,1EF7NFU0EUT973245,2021-2-8,Funholding,41.91,2,
FG-BAEW0038,1EF7NFU0EUT973245,2021-2-8,Funholding,19.79,1,
FH-EAEESS0059,1EF7NFU0EUT973245,2021-2-8,Blackzim,61.3,2,
ZN-BAE0020,1EF7NFU0EUT973245,2021-2-8,Plexzap,32.7,2,
ZN-PACBS0176,1EF7NFU0EUT973245,2021-2-8,Betatech,17.04,4,
BH-EAES0112,1EF7NFU0EUT973245,2021-2-18,Nam-zim,81.01,2,
FG-EAES0104,1EF7NFU0EUT973245,2021-2-18,Finhigh,46.77,4,
FG-ICS0159,1EF7NFU0EUT973245,2021-4-11,Plexzap,91.98,3,
FG-PACBS0183,1EF7NFU0EUT973245,2021-4-11,Nam-zim,81.18,3,
PP-EAEGAM0064,1EF7NFU0EUT973245,2021-4-11,Funholding,3.82,4,
PP-EAEIS0075,1EF7NFU0EUT973245,2021-4-11,Nam-zim,29.63,2,
FH-EAESS0119,1EF7NFU0EUT973245,2021-4-19,Zathunicon,47.13,4,
FH-PACBS0164,1EF7NFU0EUT973245,2021-4-19,Blackzim,13.91,4,
PP-EAECS0051,1EF7NFU0EUT973245,2021-4-19,Funholding,56.54,2,
FH-EAEESS0053,1EF7NFU0EUT973245,2021-5-22,Zathunicon,39.13,3,
FH-PACBS0190,1EF7NFU0EUT973245,2021-5-22,Zathunicon,15.42,2,
ZN-EAEESS0057,1EF7NFU0EUT973245,2021-5-22,Finhigh,3.38,3,
ZN-PACBS0173,1EF7NFU0EUT973245,2021-5-22,Finhigh,41.74,4,
BH-EAEAD0041,1FU8E0GMYMW270793,2020-5-9,Funholding,76.95,2,
FG-EAEGAM0066,1FU8E0GMYMW270793,2020-5-9,Finhigh,56.4,1,
FG-PACBS0194,1FU8E0GMYMW270793,2020-5-9,Toughzap,9.66,1,
FH-EAELASS0085,1FU8E0GMYMW270793,2020-5-9,Toughzap,61.21,1,
FH-EAES0112,1FU8E0GMYMW270793,2020-5-9,Toughzap,20.35,3,
BM-EAEGAM0065,1FU8E0GMYMW270793,2020-7-28,Blackzim,76.36,2,
BM-EAEM0132,1FU8E0GMYMW270793,2020-7-28,Nam-zim,67.94,3,
FG-BAED0030,1FU8E0GMYMW270793,2020-7-28,Nam-zim,66.51,3,
FG-EAESS0115,1FU8E0GMYMW270793,2020-7-28,Plexzap,14.84,2,
TP-EAECS0048,1FU8E0GMYMW270793,2020-7-28,Finhigh,33.28,3,
TP-EAELASS0090,1FU8E0GMYMW270793,2020-7-28,Toughzap,24.65,1,
TP-EAES0110,1FU8E0GMYMW270793,2020-7-28,Funholding,4.84,1,
TP-PACBS0189,1FU8E0GMYMW270793,2020-7-28,Finhigh,26.96,2,
FG-EAEWH0130,1FU8E0GMYMW270793,2020-9-7,Zathunicon,55.89,1,
FG-ICS0157,1FU8E0GMYMW270793,2020-9-7,Funholding,30.77,3,
FG-EAECS0052,1FU8E0GMYMW270793,2020-10-13,Toughzap,69.56,4,
NM-EAEGAM0073,1FU8E0GMYMW270793,2020-10-13,Betatech,15.21,2,
NM-EAEM0136,1FU8E0GMYMW270793,2020-10-13,Betatech,58.42,1,
FH-EAELASS0086,1FU8E0GMYMW270793,2020-10-23,Plexzap,31.81,1,
FH-PACBS0191,1FU8E0GMYMW270793,2020-10-23,Nam-zim,79.09,4,
BH-BAED0024,1FU8E0GMYMW270793,2020-11-16,Funholding,24.87,3,
BH-EAEAD0044,1FU8E0GMYMW270793,2020-11-16,Toughzap,31.83,1,
BH-PACBS0179,1FU8E0GMYMW270793,2020-11-16,Zathunicon,75.81,3,
FG-BAE0018,1FU8E0GMYMW270793,2020-11-16,Zathunicon,60.84,1,
