31C70O0QKDA098851,3972.38,2012,RANGE ROVER,,2020-6-26,user11,Land Rover,car,
36GPKZLLJM1116960,4817.69,2017,GRANTURISMO,automatic torque converter; ,2020-3-15,user27,Maserati,convertible,
36HU6JXKV0B908236,3972.38,2007,RANGE ROVER,,2020-3-10,user11,Land Rover,car,
3856NH1QBEC536316,1984.66,2012,A5,,2020-1-14,user27,Audi,vanMiniVan,
3A03KTHXJ6O098081,3369.1,2005,XC70,front axle assembly; automatic torque converter; ,2021-3-7,user26,Volvo,car,
3A3OOF2JN5W951740,1763.04,2003,TUNDRA,sturdy rear axle assembly; ,2021-7-2,user27,Toyota,suv,
3BZD4P4QMXX657876,2168.4,2005,FC80,superturbocharger; ,2020-2-2,user26,Freightliner,convertible,
3C8P2TNWAH7477883,3536.16,2004,NSX,engine displacement; wide transaxle; front axle assembly; ,2020-1-20,user18,Acura,convertible,
3J73EOBU1AT381615,6607.68,2014,PROMASTER 1500,anti-lock brake system (ABS); ,2020-7-7,user26,Ram,suv,
3JLcarWCAYY553033,1131.87,2010,MKZ,gap; ,2020-2-10,user11,Lincoln,truck,
3LSIXEX21UG135253,5110.4,2015,LR2,strong muffler; ,2020-2-8,user11,Land Rover,suv,
3PO4C2PYJG2012419,2629.98,2009,IMPREZA,best possible traction; ,2021-6-1,user14,Subaru,car,
3WLVE4GIZOK699230,1565.57,2007,MARK LT,engine displacement; ,2021-6-25,user26,Lincoln,truck,
40ZV2CDNP4T119176,2531.54,2008,COOPER,modern dashboard; ,2021-4-8,user05,MINI,suv,
41D7ZAIOT2O903612,4109.53,2005,RAM 4000,,2020-9-27,user11,Dodge,vanMiniVan,
42RZCIYGO3E765775,2743.31,2006,GALLARDO,best suspension; ,2021-5-11,user26,Lamborghini,suv,
4AO3LKJSBVK865142,3939,2006,A3 QUATTRO,power train; ,2021-3-30,user27,Audi,suv,
4ILM6P01OC4089888,3432.06,2005,GRANSPORT,small spark plug gap; no backfire/backfiring; station wagon (Also known as wagon.); ,2021-1-19,user11,Maserati,car,
4J0U15MIVG3154225,2749.7,2009,TRX500FPE FOURTRAX FOREMAN 4X4 ES W,,2020-8-18,user09,Honda,suv,
4JT7M5DVI8N560897,1584.17,2005,MT55,high torque; ,2021-2-26,user03,Freightliner,convertible,
4M0LNVY3QN7194734,3002.73,2019,COOPER PACEMAN,all passive safety features; sturdy side impact beams; ,2020-6-6,user03,MINI,vanMiniVan,
4MN32RC4IOG603247,1102.12,2011,MKS,automatic valves; ,2020-1-24,user07,Lincoln,car,
4QJE0AIYWQG719639,1423.06,2001,vanMiniVanDEN PLAS,front axle assembly; ,2021-5-26,user25,Jaguar,vanMiniVan,
4U6EIHP6IVH261573,2960.28,2010,DAKOTA,high torque; ,2020-12-17,user27,Ram,suv,
4VCO5FCED7G676135,2654.48,2015,S,automatic safety features; ,2021-1-14,user05,Tesla,car,
4ZDD0PLHYQ2396481,1724.77,2005,F650GS DAKAR ABS,,2020-5-17,user25,BMW,car,
517DV0QLBFR999628,1557.58,2015,MULSANNE,gap; ,2020-11-17,roland,Bentley,vanMiniVan,
52RI0SIMIEO259872,1361.52,2011,EQUUS,drive shaft; ,2021-3-16,user20,Hyundai,suv,
55BNEOM74SD548903,1800.15,2017,FF,manual transmission; ,2020-1-24,user20,Ferrari,suv,
572N6O1FPHF266007,1318.35,2005,CANYON,,2021-1-2,user26,GMC,convertible,
57QKKXRE3D4530992,2654.27,2005,S80,,2021-3-17,user11,Volvo,convertible,
5BJ3ZR2EH6A861494,5800.97,2018,MP4-12C,autotachometer; ,2020-7-28,user27,McLaren,car,
5BYUV0G3UUI083209,3976.03,2009,V8 vanMiniVanTAGE,no understeer; engine displacement; best sedan; ,2020-8-13,roland,Aston Martin,vanMiniVan,
5CB4NEI0MK5675645,4949.98,2002,RAM 1500,no redline; ,2021-4-9,user11,Dodge,convertible,
5FJS67P7IPP595990,1423.06,2005,vanMiniVanDEN PLAS,autotachometer; ,2020-2-28,user09,Jaguar,suv,
5NBXLBXN4X5470477,1232.23,2001,YUKON,,2021-6-19,user26,GMC,suv,
5PIT4XQ2IDT961455,1160.69,2006,RIDGELINE,no understeer; rack and pinion steering; ,2020-8-19,user09,Honda,suv,
5RCHA2RQSKN126776,3588.98,2016,520I,oversteer; ,2020-11-7,user07,BMW,truck,
5T4361QO304945721,3400.69,2010,ELISE,hatchback; ,2020-5-31,user11,Lotus,vanMiniVan,
5UQZITKQTP7241158,5166.94,2003,FL106,modern dashboard; detail; ,2020-10-14,user03,Freightliner,suv,
5W5DTMZTE7I312231,6365.84,2002,RAM 3500 PICKUP,,2020-3-30,user25,Dodge,suv,
60A35P7VZQO153588,1706.99,2005,PHANTOM,engine displacement; ultra new transmission; innovative air bags; ,2020-11-7,user14,Rolls-Royce,suv,
60R1UZM2YJQ922532,5005.4,2020,XKR-S,,2020-12-20,user16,Jaguar,convertible,
61ZH3G2YGUO461519,2065.21,2009,S40,automatic valves; ,2021-3-1,user25,Volvo,car,
62EPDI1EYYJ402081,3037.76,2001,SAvanMiniVanA 2500,check the Monroney sticker - theer is nothing better than this vehicle; crankcase; ,2020-3-25,user11,GMC,suv,
65AR6E3EWLS157544,1265.69,2014,DUCATO,electronic transmission; ,2020-2-21,user03,FIAT,convertible,
68T41LUUBBY587797,5138.38,2001,DIABLO,convertible; ,2020-1-16,user05,Lamborghini,truck,
6ACP1HSTRBZ522953,1641.46,2006,B9 TRIBECA,automatic valves; ,2021-2-28,user03,Subaru,convertible,
6EO0EFPPJU8942538,4719.36,2005,S4,,2021-1-22,user26,Audi,truck,
6FEEUSROFOI436591,6293.85,2002,TAHOE,great rpms; wide chassis; ,2020-12-7,user25,Chevrolet,vanMiniVan,
6HE6INXKVOC685258,1745.11,2013,CX-5,anti-lock brake system (ABS); ,2021-5-19,user25,MAZDA,truck,
6HTUBB0KRJ1407886,2160.72,2013,CL500,power train; best suspension; ,2020-11-27,roland,Mercedes-Benz,convertible,
6MEJXRJQ5O7025667,2573.46,2003,ESCALADE,overdrive; ,2020-8-5,user27,Cadillac,vanMiniVan,
6N4TXWYA8PC030787,1705.58,2010,IS F,super new ignition system; ,2021-1-20,user09,Lexus,suv,
6OAIXJI3HM8002365,6186.1,2021,CAYMAN,automatic torque converter; ,2020-9-3,user16,Porsche,suv,
6OGX85SZXHN770887,6722.11,2020,ILX,autotachometer; ,2020-4-30,user20,Acura,suv,
6ONV5QC8SUL616218,4319.61,2013,OPTIMA,wide transaxle; ,2021-3-23,roland,Kia,suv,
6OT5NQTDYEP073810,3369.1,2013,XC70,best possible traction; ,2020-12-18,user14,Volvo,vanMiniVan,
6PM6SVF3CVX504384,4488.9,2012,QX56,best oil pump; ,2021-4-24,user27,INFINITI,car,
6WN3XFUV8Z6152313,4510.97,2008,R320,high differential; ,2021-3-1,user18,Mercedes-Benz,convertible,
73UHS1Z0DKT693966,4201.18,2010,FORTWO,very hard struts; innovative air bags; ,2020-4-1,user03,smart,car,
75QOYF2KTKC266578,1844.24,2003,BAJA,ultra new transmission; ,2020-4-2,user09,Subaru,convertible,
75VPS26W4QR001314,1175.09,2013,X-TRAIL,very hard struts; ,2021-6-26,user14,Nissan,vanMiniVan,
7754T022K8E889647,10546.56,2017,CRF125FB BIG WHEEL,,2020-9-7,user16,Honda,truck,
7BTXGZIH8NM209911,1688.35,2010,MDX,,2020-12-12,user05,Acura,car,
7I0HJOT53IT807735,1043.48,2013,GRAND carAvanMiniVan,minivanMiniVan; engine displacement; wide transaxle; ,2020-12-29,user26,Dodge,vanMiniVan,
7I23Y4E5RZ7655655,2533.66,2004,DURANGO,best possible traction; super new ignition system; ,2021-4-20,user05,Dodge,convertible,
7KAYIOOSAYZ172761,3543.33,2016,4C,best possible traction; ,2020-9-24,user05,Alfa Romeo,suv,
7PFC2F3KDN7669570,5138.38,2001,DIABLO,innovative air bags; ,2020-5-28,user14,Lamborghini,truck,
7PL0G4ZAASO991142,7174.13,2018,FOCUS,wide chassis; ,2021-2-20,user14,Ford,suv,
7U1WAVAPBF2458008,1474.42,2011,COLORADO,air filtration system; ,2020-1-27,user11,Chevrolet,truck,
7WLNYOXO5P1099432,4789.06,2006,EXIGE,coupe; ,2021-2-7,user09,Lotus,convertible,
7WNL4MP2M8Q856796,2367.42,2003,HMD 260,best suspension; ,2020-3-2,user27,Hyundai,car,
7XKJRIZ0285479470,4140.89,2005,SX 2.0,,2020-10-3,roland,Dodge,vanMiniVan,
7XQG7TYXPF4141639,3402.17,2006,PATHFINDER,superturbocharger; ,2021-1-24,user09,Nissan,car,
83L3CNAESZD022827,1104.39,2008,FE125,very hard struts; ,2020-4-29,user20,Mitsubishi,truck,
88PR6O51FFE411202,1655.83,2011,TOUAREG,disc brake; power train; ,2020-5-20,user27,Volkswagen,suv,
88WPSV7V73S064896,2130.55,2014,CB500F ABS,original equipment manufacturer (OEM) parts; ,2021-2-23,user16,Honda,suv,
8AWRIWHIOB7240899,1187.66,2009,FK260,strong muffler; ,2020-11-6,user16,Mitsubishi,truck,
8CQ47AK2LFM523345,1501.48,2008,PATRIOT,can be used as sports car; ,2020-3-4,user18,Jeep,car,
8DPBPQ225LD772299,7278.85,2016,RC350,,2021-3-2,user03,Lexus,suv,
8G3LUP7YDIR245248,1085.89,2004,ARNAGE,crankcase; ,2020-6-3,user07,Bentley,suv,
8MRNKO3ZQ1T953377,2202.21,2015,XJ,rear wheel drive; ,2020-9-13,user03,Jaguar,convertible,
8RS6MDUB5YB272372,1706.99,2004,PHANTOM,minivanMiniVan; high block; ,2020-12-28,user03,Rolls-Royce,suv,
8X1ZMNTEG8V581855,1951.52,2001,W3500 FORWARD,safe oil ring; ,2021-6-19,user07,GMC,convertible,
8XDGH5D6D3X672052,1812.08,2010,XK,sturdy rear axle assembly; ,2020-2-27,user05,Jaguar,car,
AAVNFB47ECV285025,2247.67,2002,FL70,coupe; drive shaft; ,2020-7-19,user26,Freightliner,suv,
AH0SCOKRL8K489145,2563.52,2002,V40,supernew catalytic converter; ,2020-1-3,user25,Volvo,vanMiniVan,
AIMDPZ2KMND734997,4488.9,2013,QX56,hatchback; safe oil ring; ,2020-8-28,user26,INFINITI,vanMiniVan,
AJ2JSVDYM0O897692,1109.16,2006,FORFOUR,,2020-4-21,user25,smart,convertible,
AJLR6IODVV3757973,1763.04,2003,TUNDRA,,2020-10-12,user20,Toyota,convertible,
AKKYTP5OU6P046110,4410.06,2012,FORESTER,modern dashboard; ,2020-4-25,user18,Subaru,truck,
AKYPYSGLLFN832831,5080.04,2001,vanMiniVanQUISH,,2020-10-6,user03,Aston Martin,truck,
AM7FZWLEUHK307952,1565.29,2002,PT CRUISER,fuel injection; ,2021-1-1,user03,Chrysler,vanMiniVan,
AQ0GIPZWT34903578,10689.99,2009,FORESTER,power train; ,2020-8-5,user27,Subaru,vanMiniVan,
AQ744PRF6TR968003,3077.71,2005,BOXSTER,normally aspirated; drum brake; anti-lock brake system (ABS); ,2020-3-16,roland,Porsche,convertible,
AUQIR5H4HRE068152,2960.28,2010,DAKOTA,,2020-7-24,user05,Ram,truck,
AX3YE647F3S125807,6666.1,2021,650I GRAN COUPE,drive shaft; ,2020-1-29,user14,BMW,car,
AXJCCI3KSTC454653,2573.9,2002,E-350 ECONOLINE,,2021-5-5,user20,Ford,convertible,
AYMY58PYO6D565858,1085.89,2008,ARNAGE,pickup; ,2020-1-21,user27,Bentley,truck,
AZ1R666ZIWS777011,1822.31,2006,9-2X,,2020-4-11,user18,SAAB,vanMiniVan,
AZA8YX5O3PY967382,3936.03,2004,XKR,front axle assembly; ,2020-9-6,user27,Jaguar,convertible,
B4HYVLVNMCG170801,1973.54,2018,WRAITH,wide cam; ,2021-4-16,user14,Rolls-Royce,vanMiniVan,
B6MT5EQQSFX854507,1387.34,2017,FORTE KOUP,high volume cylinder; ,2020-11-23,user03,Kia,suv,
B6RK4XX6O4W718066,5686.99,2005,SPRINTER 3500,gap; ,2020-11-20,user20,Freightliner,convertible,
B8R5GVJM8U6577878,3400.69,2005,ELISE,no backfire/backfiring; ,2020-12-3,user20,Lotus,truck,
BEE6XDILLEY125933,2720.45,2020,GX460,small spark plug gap; ,2021-4-28,user03,Lexus,vanMiniVan,
BEY7LC1EAWE388564,1682.89,2001,A6 QUATTRO,,2021-2-10,user05,Audi,suv,
BFTNOGUH70U239681,1325.93,2011,FE125,anti-lock brake system (ABS); ,2020-8-20,user16,Mitsubishi,truck,
BJBHBZBQT6J386548,1821.05,2009,FE145CC,high volume cylinder; wide chassis; ,2020-6-20,user27,Mitsubishi,suv,
BNWVPB0TCZ5369050,5624.89,2002,S3,disc brake; ,2020-7-28,user05,Audi,vanMiniVan,
BO6V8DRDEV2627679,4299.84,2017,CAMRY,small spark plug gap; ,2021-1-29,user05,Toyota,car,
BQF4UKW5KVG474674,3048.54,2018,Q60,sport utility vehicle-SUV; ,2020-2-27,user14,INFINITI,suv,
BROGP21GT25414842,4873.55,2007,ACCENT,rack and pinion steering; ,2021-1-21,user16,Hyundai,truck,
BSAQRUZ4AQV214478,2192.52,2011,GL350,sturdy rear axle assembly; ,2020-5-5,user09,Mercedes-Benz,convertible,
BTDUIDGMG7U029512,2937.38,2004,CLASSIC XL,superturbocharger; ,2020-5-25,user16,Freightliner,suv,
C15AQKT03T5311862,1204.33,2001,EL,broad wheelbase; ,2020-2-6,user14,Acura,car,
C2JK28BV6S1248001,2888.35,2007,SILVERADO 3500 HD,anti-lock brake system (ABS); ,2021-5-26,user16,Chevrolet,truck,
C2SS48P7UYI831488,3974.39,2016,XFR,sturdy rear axle assembly; hydraulic brakes; ,2021-3-1,user18,Jaguar,truck,
CF4BITIJB4X481530,4893.46,2009,9-7X,normally aspirated; ,2020-7-21,user14,SAAB,convertible,
CJJ5SBM35DI082557,3555.84,2001,CL55 AMG,innovative air bags; ,2021-6-5,user18,Mercedes-Benz,truck,
COPRS63UGGH984959,5733.81,2007,AMANTI,automatic safety features; ,2020-5-3,user07,Kia,suv,
CQ7SBSA7JFD966361,5917.97,2019,Q3,strong muffler; ,2020-12-19,roland,Audi,suv,
D1YNI86BAFG479600,2531.54,2005,COOPER,sturdy rear axle assembly; ,2020-11-29,user14,MINI,truck,
D44SOXOWG6K878614,2452.04,2009,612 SCAGLIETTI,disc brake; ,2020-12-28,user27,Ferrari,suv,
D5B2TT8TOPO661297,4437.13,2011,EVORA,great stabilizer bar; sturdy rear axle assembly; front wheel drive; ,2021-6-19,user07,Lotus,suv,
D5SBJR5NFWQ090407,2256.2,2013,RX350,automatic transmission; great stabilizer bar; sturdy side impact beams; ,2020-6-5,user03,Lexus,truck,
DN6MOZGET1A930783,2758.95,2013,MP4-12C,front wheel drive; front wheel drive; ,2020-12-15,user25,McLaren,suv,
DOTCTR3JGMC599750,3488.19,2003,TOWN car,fuel injection; ,2021-1-1,user14,Lincoln,convertible,
DQ8KBM24EHR977367,2766.83,2003,S60,detail; Automotive Service Excellence (ASE); strong muffler; ,2020-2-16,user25,Volvo,convertible,
DQXE6GO6G5V238732,3899.84,2013,SIERRA 3500 HD,,2020-6-15,user14,GMC,truck,
DSQZ3BMA8BE893479,1132.35,2010,ENCLAVE,broad wheelbase; hydraulic brakes; crankcase; ,2020-2-1,user27,Buick,car,
DU3RGWYKW1Y406090,1565.41,2013,FX50,high torque; ,2021-3-20,user11,INFINITI,convertible,
DVKLB2SJQZ4928063,5080.04,2006,vanMiniVanQUISH,drive shaft; ,2020-5-21,roland,Aston Martin,vanMiniVan,
DXWOU1SERL5871765,2950,2001,PROWLER,no redline; can be used as sports car; ,2020-12-22,user11,Chrysler,vanMiniVan,
E0TRL43QPJZ815034,1357.72,2004,RAINIER,hydraulic brakes; ,2021-3-20,user14,Buick,convertible,
E4QKUQMW0P8911175,1416.37,2006,M35,innovative air bags; ,2020-5-8,user07,INFINITI,convertible,
E7IYDL7OWFB606746,1113.78,2008,GT,great rpms; ,2021-1-1,roland,Alfa Romeo,vanMiniVan,
E7ONFGBD22A333203,1276.66,2013,MKT,ultra new transmission; ,2021-2-23,user25,Lincoln,vanMiniVan,
EHD6YVSC102433673,1408.93,2011,DEFENDER,great engine; ,2021-5-2,user16,Land Rover,car,
EL1MM2S516M653465,3077.71,2010,BOXSTER,superturbocharger; ,2021-5-19,roland,Porsche,convertible,
EQBIYSJUAOQ651323,2531.54,2009,COOPER,unibody construction; electronic transmission; ,2020-7-21,user09,MINI,truck,
EQBPALH70WZ127691,1136.21,2002,AZURE,hydraulic brakes; ,2020-6-10,user03,Bentley,car,
ESP5Z0140W6022687,1971.29,2014,ILX,electronic transmission; ,2021-5-26,user03,Acura,vanMiniVan,
EZLHZ7DD2ZE033058,2956.84,2020,GIULIETTA,best possible traction; ,2020-7-24,user03,Alfa Romeo,suv,
F1MEI0IF6FC764593,4201.18,2007,FORTWO,ultra new transmission; ,2020-6-25,user16,smart,vanMiniVan,
F3DB4T10CH7242347,2062.89,2004,QUATTROPORTE,,2021-3-3,user25,Maserati,car,
F5URJ1VH2JM567741,2457.98,2013,RX450H,high differential; ,2020-2-2,user07,Lexus,car,
F63IMMDNGBM441376,1204.33,2004,EL,active safety features; ,2020-12-16,user09,Acura,truck,
F66S3YWRFV8712696,3896.03,2004,ECONOLINE,supernew catalytic converter; ,2021-1-7,roland,Ford,car,
FB4IGVK46ES832414,9815.67,2010,EXIGE,Automotive Service Excellence (ASE); sport utility vehicle-SUV; ,2020-11-5,user20,Lotus,convertible,
FC3M4R3UFSZ782289,2176.53,2010,M45,safe oil ring; ,2020-11-18,user09,INFINITI,car,
FDMBXB0I4YT845555,5686.99,2002,SPRINTER 3500,high volume cylinder; ,2020-2-3,user27,Freightliner,vanMiniVan,
FH1HMJOS4ZT144716,1387.34,2011,FORTE KOUP,no redline; ,2021-6-12,user18,Kia,vanMiniVan,
FHR4SV2BZ3O982607,3760.7,2012,ML63 AMG,hydraulic brakes; ,2021-5-24,user07,Mercedes-Benz,vanMiniVan,
FL02FHV2GJ3959589,3976.03,2019,V8 vanMiniVanTAGE,rack and pinion steering; ,2021-5-28,roland,Aston Martin,car,
FLL6IM0OT4U839347,1971.29,2021,ILX,no backfire/backfiring; minivanMiniVan; superturbocharger; ,2020-3-1,user09,Acura,convertible,
FMETZSQTD6D874803,2445.32,2003,456 M GTA,,2020-11-14,user14,Ferrari,car,
FRT45IU5U10388263,4054.4,2010,EVORA,great engine; ,2020-1-20,user25,Lotus,suv,
FSWKSU6C60V569652,2654.27,2019,S80,engine displacement; ,2020-4-25,user14,Volvo,truck,
FY32Q1YOL3Y555579,1145.6,2011,B200,manual transmission; sturdy rear axle assembly; ,2020-10-8,user11,Mercedes-Benz,car,
G1P06L4HJ6H584223,2270.31,2006,EQUINOX,great engine; ,2020-2-6,user20,Chevrolet,truck,
G3TV1J6XAGV702888,1594.31,2007,CROSSFIRE,automatic transmission; ,2020-1-27,user27,Chrysler,suv,
G4D6F6AOVRR018788,4563.49,2008,SL550,four-wheel drive; high volume cylinder; ,2020-9-14,user14,Mercedes-Benz,car,
G4HBX46SPAS103801,5315.01,2005,LS,,2020-7-1,user26,Lincoln,suv,
G76Q0Y2PH58423466,3858.12,2002,ESPRIT,minivanMiniVan; superturbocharger; no understeer; ,2020-7-20,user03,Lotus,vanMiniVan,
GD0BFGM17AX836671,6348.39,2002,MT45,convertible; ,2020-12-1,user07,Freightliner,suv,
GEL2DE0T8I5148201,2168.4,2003,FC80,high volume cylinder; high quality carburetor; ,2020-4-28,user03,Freightliner,car,
GESZPBX67EE486101,2389.92,2004,CHEVY,,2020-6-4,user20,Chevrolet,convertible,
GGEWPOMLDT6438413,4194.74,2011,WRANGLER,front axle assembly; ,2021-3-21,user03,Jeep,truck,
GHQ048ABH46553056,10671.07,2005,SPRINTER 3500,sturdy rear axle assembly; air filtration system; ,2020-3-13,user27,Freightliner,truck,
GJN18I5K5B7472150,1776.43,2013,VERANO,overdrive; ,2020-10-8,user07,Buick,truck,
GJNRBGU63NL045645,1211.47,2008,HIACE,best suspension; ,2021-3-11,roland,Toyota,suv,
GMKQULBE7X4992195,2500,2007,CIRRUS,great stabilizer bar; best possible traction; ,2020-2-28,user14,Chrysler,suv,
GO1G8UWZ6CC394395,4201.18,2017,FORTWO,high block; ,2020-11-10,user26,smart,suv,
GTW0MIZ1NOH019692,3704.7,2008,MURCIELAGO,front axle assembly; ,2020-12-8,user07,Lamborghini,car,
GV2UWRP5K1E172643,4190.23,2002,S8,original equipment manufacturer (OEM) parts; ,2020-12-8,user05,Audi,car,
GVAEGKOKAKD311144,21038.87,2021,4C,wide chassis; ,2021-3-27,roland,Alfa Romeo,car,
GVPGI5Z60L1544905,1825.68,2005,FORFOUR,,2020-3-1,user03,smart,vanMiniVan,
GXF4VJG82KW841092,1136.21,2002,AZURE,wide transaxle; ,2020-3-2,user27,Bentley,suv,
H05EDNWPRPP592467,2835.33,2002,GOLF,wide cam; front axle assembly; ,2021-6-12,user09,Volkswagen,suv,
H28C7JTLHKS979441,6318.78,2008,ML550,superturbocharger; ,2020-3-28,user18,Mercedes-Benz,convertible,
H2G3FZT7PBC532016,4190.23,2002,S8,power train; ,2020-5-21,user11,Audi,car,
H5GMOZRUP8T165905,2176.53,2003,M45,small spark plug gap; great engine; crankcase; ,2020-4-6,user07,INFINITI,vanMiniVan,
H6IZE44IC6O731141,1561.77,2003,VOYAGER,,2021-4-16,user11,Chrysler,vanMiniVan,
H7A5VIFFP1A667799,4437.94,2014,RAV4,hydraulic brakes; ,2021-4-11,roland,Toyota,convertible,
H7QI1RIE4PV927179,1525.28,2013,CRUZE,sturdy rear axle assembly; ,2020-1-8,user16,Chevrolet,car,
H7YXEEZ5YBN321572,2434.04,2013,LS460,,2020-9-10,user14,Lexus,suv,
HBLEGCX5QOM344604,3908.65,2010,PATRIOT,superturbocharger; ,2020-12-25,user26,Jeep,convertible,
HEXK80DLLFD126794,1811.92,2010,ZDX,best suspension; pickup; ,2021-5-23,user18,Acura,car,
HI8BNKPUAJE220277,3044.29,2017,XK,drum brake; good piston; small spark plug gap; ,2020-12-28,roland,Jaguar,vanMiniVan,
HOVBLXCQ8IF716757,2580.48,2008,FX45,,2020-4-29,user11,INFINITI,convertible,
HTKXE18G4LM642663,4893.46,2009,9-7X,drive shaft; ,2020-11-30,roland,SAAB,convertible,
HXAALKJLHP8932836,1647.56,2005,LX470,broad wheelbase; ,2021-1-5,user11,Lexus,convertible,
HYJR3P5MJII589050,1887.17,2005,SUPERAMERICA,high quality carburetor; coupe; oversteer; ,2020-4-16,roland,Ferrari,truck,
HZM5D0NLDRM399010,1026.96,2005,MONTERO,no redline; ,2020-11-25,user11,Mitsubishi,suv,
